時間,地區別,船種,臺灣港口,重量(公噸)
099年08月,廣東鶴山,貨櫃輪,高雄港,156
099年08月,廣東黃埔,貨櫃輪,高雄港,12371
099年08月,廣東花都,貨櫃輪,高雄港,57
099年08月,廣東皇崗,貨櫃輪,高雄港,1
099年08月,廣東惠州,貨櫃輪,高雄港,2148
099年08月,廣東黃埔新港,貨櫃輪,高雄港,126
099年08月,四川會東,貨櫃輪,高雄港,75
099年08月,湖北荊州,貨櫃輪,高雄港,170
099年08月,江蘇江陰,貨櫃輪,高雄港,174
099年08月,江西九江,貨櫃輪,高雄港,239
099年08月,浙江嘉興,貨櫃輪,高雄港,16
099年08月,廣東九江,貨櫃輪,高雄港,45
099年08月,廣東江門,貨櫃輪,高雄港,428
099年08月,遼寧錦州,貨櫃輪,高雄港,124
099年08月,廣東窖心,貨櫃輪,高雄港,289
099年08月,廣東九州,貨櫃輪,高雄港,314
099年08月,廣東開平,貨櫃輪,高雄港,46
099年08月,雲南昆明,貨櫃輪,高雄港,12
099年08月,江蘇昆山,貨櫃輪,高雄港,2714
099年08月,廣東瀾石,貨櫃輪,高雄港,1300
099年08月,廣東寮步,貨櫃輪,高雄港,331
099年08月,廣東龍崗,貨櫃輪,高雄港,979
099年08月,廣東龍華,貨櫃輪,高雄港,152
099年08月,廣東蓮花山,貨櫃輪,高雄港,552
099年08月,湖南蘭市,貨櫃輪,高雄港,5
099年08月,廣東勒流,貨櫃輪,高雄港,28
099年08月,江蘇連雲港,貨櫃輪,高雄港,3460
099年08月,福建馬尾,貨櫃輪,高雄港,4824
099年08月,廣東麻湧,貨櫃輪,高雄港,50
099年08月,廣東馬坊,貨櫃輪,高雄港,12
099年08月,廣東茂名,貨櫃輪,高雄港,254
099年08月,廣東媽灣,貨櫃輪,高雄港,40
099年08月,四川綿陽,貨櫃輪,高雄港,70
099年08月,廣東南海,貨櫃輪,高雄港,70
099年08月,浙江寧波,貨櫃輪,高雄港,43053
099年08月,廣東南港,貨櫃輪,高雄港,100
099年08月,江蘇南京,貨櫃輪,高雄港,2411
099年08月,廣東南沙,貨櫃輪,高雄港,646
099年08月,江蘇南通,貨櫃輪,高雄港,922
099年08月,廣東南頭,貨櫃輪,高雄港,424
099年08月,廣東平州,貨櫃輪,高雄港,3
099年08月,廣東平湖,貨櫃輪,高雄港,48
099年08月,廣東坪山,貨櫃輪,高雄港,22
099年08月,廣東番禺市橋,貨櫃輪,高雄港,262
099年08月,上海浦東機場,貨櫃輪,高雄港,3
099年08月,廣東清溪,貨櫃輪,高雄港,1238
099年08月,廣東深圳清水河,貨櫃輪,高雄港,107
099年08月,廣東清遠,貨櫃輪,高雄港,116
099年08月,福建泉州,貨櫃輪,高雄港,115
099年08月,廣東容奇,貨櫃輪,高雄港,323
099年08月,廣東水東,貨櫃輪,高雄港,74
099年08月,上海,貨櫃輪,高雄港,54975
099年08月,廣東三山,貨櫃輪,高雄港,719
099年08月,福建石獅,貨櫃輪,高雄港,1
099年08月,廣東沙井,貨櫃輪,高雄港,990
099年08月,廣東蛇口,貨櫃輪,高雄港,746
099年08月,廣東沙角,貨櫃輪,高雄港,166
099年08月,廣東沙亭,貨櫃輪,高雄港,16
099年08月,海南紅海,貨櫃輪,高雄港,19
099年08月,陝西西安,貨櫃輪,高雄港,30
099年08月,廣東沙田,貨櫃輪,高雄港,919
099年08月,廣東石碣,貨櫃輪,高雄港,2020
099年08月,廣東三水,貨櫃輪,高雄港,1918
099年08月,廣東三榕,貨櫃輪,高雄港,348
099年08月,廣東南海三山,貨櫃輪,高雄港,1930
099年08月,廣東沙頭角,貨櫃輪,高雄港,304
099年08月,廣東順德,貨櫃輪,高雄港,17
099年08月,廣東穗港黃埔,貨櫃輪,高雄港,46
099年08月,廣東汕頭,貨櫃輪,高雄港,3038
099年08月,新疆鄯善,貨櫃輪,高雄港,19
099年08月,廣東十堰,貨櫃輪,高雄港,279
099年08月,江蘇蘇州,貨櫃輪,高雄港,3034
099年08月,廣東深圳,貨櫃輪,高雄港,7477
099年08月,江蘇太倉,貨櫃輪,高雄港,980
099年08月,山東青島,貨櫃輪,高雄港,4621
099年08月,廣東太平,貨櫃輪,高雄港,832
099年08月,廣東台城,貨櫃輪,高雄港,2
099年08月,天津,貨櫃輪,高雄港,1847
099年08月,廣東塘廈,貨櫃輪,高雄港,1640
099年08月,天津新港,貨櫃輪,高雄港,44820
099年08月,廣東外海,貨櫃輪,高雄港,23
099年08月,安徽蕪湖,貨櫃輪,高雄港,1131
099年08月,浙江溫州,貨櫃輪,高雄港,178
099年08月,福建圍頭,貨櫃輪,高雄港,79
099年08月,廣東吳衝口,貨櫃輪,高雄港,49
099年08月,湖北武漢,貨櫃輪,高雄港,215
099年08月,江蘇吳江,貨櫃輪,高雄港,774
099年08月,江蘇無錫,貨櫃輪,高雄港,286
099年08月,廣西梧州,貨櫃輪,高雄港,272
099年08月,廣東新豐,貨櫃輪,高雄港,362
099年08月,天津新港,貨櫃輪,高雄港,5104
099年08月,廣東小欖,貨櫃輪,高雄港,1036
099年08月,廣東新會,貨櫃輪,高雄港,131
099年08月,廣東新塘,貨櫃輪,高雄港,4
099年08月,福建廈門,貨櫃輪,高雄港,16686
099年08月,湖南－－,貨櫃輪,高雄港,35
099年08月,湖南湘潭,貨櫃輪,高雄港,30
099年08月,浙江洋山,貨櫃輪,高雄港,152
099年08月,山東煙臺,貨櫃輪,高雄港,635
099年08月,海南洋浦,貨櫃輪,高雄港,155
099年08月,廣東北滘,貨櫃輪,高雄港,9
099年08月,廣東鹽田,貨櫃輪,高雄港,3897
099年08月,江蘇楊州,貨櫃輪,高雄港,14
099年08月,浙江乍浦,貨櫃輪,高雄港,53
099年08月,廣東樟木頭,貨櫃輪,高雄港,62
099年08月,廣東湛江,貨櫃輪,高雄港,72
099年08月,江蘇鎮江,貨櫃輪,高雄港,7999
099年08月,江蘇張家港,貨櫃輪,高雄港,950
099年08月,廣東增城,貨櫃輪,高雄港,675
099年08月,廣東肇慶,貨櫃輪,高雄港,51
099年08月,廣東中山,貨櫃輪,高雄港,4491
099年08月,廣東珠海,貨櫃輪,高雄港,981
099年08月,福建漳州,貨櫃輪,高雄港,16
099年08月,福建漳州,冷藏輪,高雄港,8
099年08月,福建福州,油輪,高雄港,970
099年08月,江蘇江陰,油輪,高雄港,1003
099年08月,廣東茂名,油輪,高雄港,962
099年08月,江蘇常熟,散裝輪,高雄港,4000
099年08月,江蘇江陰,散裝輪,高雄港,3992
099年08月,山東日照,散裝輪,高雄港,6000
099年08月,江蘇太倉,散裝輪,高雄港,5000
099年08月,山東青島,散裝輪,高雄港,2500
099年08月,浙江乍浦,散裝輪,高雄港,4000
099年08月,福建北茭,乾貨輪,高雄港,2337
099年08月,江蘇常州,乾貨輪,高雄港,266
099年08月,江西東坑,乾貨輪,高雄港,122
099年08月,福建東山,乾貨輪,高雄港,145
099年08月,廣東佛山,乾貨輪,高雄港,240
099年08月,廣東公益,乾貨輪,高雄港,1124
099年08月,廣東花都,乾貨輪,高雄港,495
099年08月,廣東黃埔,乾貨輪,高雄港,1852
099年08月,廣東惠州,乾貨輪,高雄港,5703
099年08月,廣東黃埔新港,乾貨輪,高雄港,630
099年08月,廣東今古洲,乾貨輪,高雄港,467
099年08月,江蘇江陰,乾貨輪,高雄港,6198
099年08月,江西九江,乾貨輪,高雄港,59
099年08月,廣東江門,乾貨輪,高雄港,39
099年08月,廣東蓮花山,乾貨輪,高雄港,706
099年08月,廣東勒流,乾貨輪,高雄港,91
099年08月,廣東媽灣,乾貨輪,高雄港,27068
099年08月,廣東南海,乾貨輪,高雄港,210
099年08月,浙江寧波,乾貨輪,高雄港,6064
099年08月,廣東南沙,乾貨輪,高雄港,100
099年08月,上海,乾貨輪,高雄港,14805
099年08月,廣東沙田,乾貨輪,高雄港,7237
099年08月,廣東順德,乾貨輪,高雄港,228
099年08月,江蘇太倉,乾貨輪,高雄港,7500
099年08月,廣東太平,乾貨輪,高雄港,1952
099年08月,廣西梧州,乾貨輪,高雄港,90
099年08月,福建廈門,乾貨輪,高雄港,4399
099年08月,山東煙臺,乾貨輪,高雄港,4798
099年08月,浙江乍浦,乾貨輪,高雄港,9000
099年08月,廣東湛江,乾貨輪,高雄港,12120
099年08月,江蘇張家港,乾貨輪,高雄港,5500
099年08月,浙江舟山,乾貨輪,高雄港,21
099年08月,廣東中山,乾貨輪,高雄港,283
099年08月,福建漳州,乾貨輪,高雄港,11559
099年08月,廣東東莞,多用途船,高雄港,1430
099年08月,江蘇南京,多用途船,高雄港,2705
099年08月,江蘇南通,多用途船,高雄港,2004
099年08月,江蘇常熟,化學船,高雄港,4030
099年08月,廣東東莞,化學船,高雄港,3389
099年08月,江蘇江陰,化學船,高雄港,1515
099年08月,浙江寧波,化學船,高雄港,7499
099年08月,江蘇南通,化學船,高雄港,12109
099年08月,福建泉州,化學船,高雄港,501
099年08月,江蘇鎮江,化學船,高雄港,930
099年08月,廣東珠海,化學船,高雄港,6773
099年08月,遼寧大連,其他專用貨船,高雄港,1268
099年09月,廣西北海,貨櫃輪,高雄港,196
099年09月,福建北茭,貨櫃輪,高雄港,33
099年09月,廣東保安,貨櫃輪,高雄港,396
099年09月,廣東博羅,貨櫃輪,高雄港,16
099年09月,廣東布吉,貨櫃輪,高雄港,32
099年09月,廣東廣州,貨櫃輪,高雄港,1217
099年09月,江蘇常熟,貨櫃輪,高雄港,2188
099年09月,陝西長安,貨櫃輪,高雄港,60
099年09月,上海漕涇,貨櫃輪,高雄港,311
099年09月,重慶,貨櫃輪,高雄港,349
099年09月,廣東長沙,貨櫃輪,高雄港,46
099年09月,廣東從化,貨櫃輪,高雄港,633
099年09月,廣東昌平,貨櫃輪,高雄港,948
099年09月,四川成都,貨櫃輪,高雄港,14
099年09月,廣東赤灣,貨櫃輪,高雄港,19
099年09月,廣東東莞,貨櫃輪,高雄港,9535
099年09月,江西東坑,貨櫃輪,高雄港,56
099年09月,遼寧大連,貨櫃輪,高雄港,1586
099年09月,廣東大嶺山,貨櫃輪,高雄港,131
099年09月,遼寧東港,貨櫃輪,高雄港,36
099年09月,廣東斗門,貨櫃輪,高雄港,148
099年09月,廣西防城,貨櫃輪,高雄港,4
099年09月,廣東鳳崗,貨櫃輪,高雄港,564
099年09月,廣東芳村,貨櫃輪,高雄港,275
099年09月,廣東福永,貨櫃輪,高雄港,399
099年09月,福建福州,貨櫃輪,高雄港,905
099年09月,廣東佛山,貨櫃輪,高雄港,484
099年09月,福建福清,貨櫃輪,高雄港,16
099年09月,黑龍江富錦,貨櫃輪,高雄港,43
099年09月,廣東福田,貨櫃輪,高雄港,1050
099年09月,廣東高沙,貨櫃輪,高雄港,116
099年09月,廣東公益,貨櫃輪,高雄港,6
099年09月,廣東官窯,貨櫃輪,高雄港,144
099年09月,廣東公明,貨櫃輪,高雄港,127
099年09月,廣東高明,貨櫃輪,高雄港,216
099年09月,廣東,貨櫃輪,高雄港,216
099年09月,廣西貴港,貨櫃輪,高雄港,12
099年09月,廣東觀瀾,貨櫃輪,高雄港,80
099年09月,海南海口,貨櫃輪,高雄港,161
099年09月,廣東花都,貨櫃輪,高雄港,440
099年09月,廣東河源,貨櫃輪,高雄港,111
099年09月,浙江杭州,貨櫃輪,高雄港,20
099年09月,浙江海門,貨櫃輪,高雄港,52
099年09月,廣東虎門,貨櫃輪,高雄港,974
099年09月,廣東橫崗,貨櫃輪,高雄港,226
099年09月,廣東厚街,貨櫃輪,高雄港,1091
099年09月,廣東鶴山,貨櫃輪,高雄港,57
099年09月,廣東黃埔,貨櫃輪,高雄港,9935
099年09月,廣東花都,貨櫃輪,高雄港,161
099年09月,廣東皇崗,貨櫃輪,高雄港,0
099年09月,廣東惠州,貨櫃輪,高雄港,1701
099年09月,廣東黃埔新港,貨櫃輪,高雄港,140
099年09月,四川會東,貨櫃輪,高雄港,18
099年09月,湖北荊州,貨櫃輪,高雄港,183
099年09月,江蘇江陰,貨櫃輪,高雄港,278
099年09月,江西九江,貨櫃輪,高雄港,168
099年09月,廣東九江,貨櫃輪,高雄港,242
099年09月,廣東江門,貨櫃輪,高雄港,616
099年09月,廣東窖心,貨櫃輪,高雄港,327
099年09月,廣東九州,貨櫃輪,高雄港,340
099年09月,廣東開平,貨櫃輪,高雄港,20
099年09月,雲南昆明,貨櫃輪,高雄港,47
099年09月,江蘇昆山,貨櫃輪,高雄港,2188
099年09月,廣東瀾石,貨櫃輪,高雄港,15
099年09月,廣東寮步,貨櫃輪,高雄港,517
099年09月,廣東龍崗,貨櫃輪,高雄港,871
099年09月,廣東龍華,貨櫃輪,高雄港,295
099年09月,廣東蓮花山,貨櫃輪,高雄港,430
099年09月,湖南蘭市,貨櫃輪,高雄港,33
099年09月,江蘇連雲港,貨櫃輪,高雄港,590
099年09月,安徽馬鞍山,貨櫃輪,高雄港,39
099年09月,福建馬尾,貨櫃輪,高雄港,4221
099年09月,廣東馬坊,貨櫃輪,高雄港,26
099年09月,廣東茂名,貨櫃輪,高雄港,156
099年09月,廣東媽灣,貨櫃輪,高雄港,20
099年09月,廣東南海,貨櫃輪,高雄港,270
099年09月,浙江寧波,貨櫃輪,高雄港,37333
099年09月,廣東南港,貨櫃輪,高雄港,25
099年09月,江蘇南京,貨櫃輪,高雄港,1498
099年09月,廣東南沙,貨櫃輪,高雄港,564
099年09月,江蘇南通,貨櫃輪,高雄港,1375
099年09月,廣東南頭,貨櫃輪,高雄港,198
099年09月,廣東平州,貨櫃輪,高雄港,17
099年09月,廣東平湖,貨櫃輪,高雄港,21
099年09月,廣東坪山,貨櫃輪,高雄港,22
099年09月,廣東番禺市橋,貨櫃輪,高雄港,200
099年09月,上海浦東機場,貨櫃輪,高雄港,1
099年09月,廣東清溪,貨櫃輪,高雄港,708
099年09月,廣東深圳清水河,貨櫃輪,高雄港,34
099年09月,廣東清遠,貨櫃輪,高雄港,20
099年09月,福建泉州,貨櫃輪,高雄港,150
099年09月,廣東容奇,貨櫃輪,高雄港,433
099年09月,廣東水東,貨櫃輪,高雄港,423
099年09月,上海,貨櫃輪,高雄港,45582
099年09月,廣東三山,貨櫃輪,高雄港,316
099年09月,福建石獅,貨櫃輪,高雄港,19
099年09月,廣東沙井,貨櫃輪,高雄港,622
099年09月,廣東蛇口,貨櫃輪,高雄港,297
099年09月,廣東沙角,貨櫃輪,高雄港,122
099年09月,湖北沙市,貨櫃輪,高雄港,4
099年09月,福建石湖,貨櫃輪,高雄港,195
099年09月,陝西西安,貨櫃輪,高雄港,30
099年09月,廣東沙田,貨櫃輪,高雄港,590
099年09月,廣東石碣,貨櫃輪,高雄港,867
099年09月,廣東三水,貨櫃輪,高雄港,1660
099年09月,廣東三榕,貨櫃輪,高雄港,390
099年09月,廣東南海三山,貨櫃輪,高雄港,2199
099年09月,廣東沙頭角,貨櫃輪,高雄港,358
099年09月,廣東順德,貨櫃輪,高雄港,18
099年09月,廣東穗港黃埔,貨櫃輪,高雄港,2
099年09月,廣東汕頭,貨櫃輪,高雄港,2161
099年09月,新疆鄯善,貨櫃輪,高雄港,10
099年09月,廣東十堰,貨櫃輪,高雄港,72
099年09月,江蘇蘇州,貨櫃輪,高雄港,2800
099年09月,廣東深圳,貨櫃輪,高雄港,6464
099年09月,江蘇太倉,貨櫃輪,高雄港,978
099年09月,山東青島,貨櫃輪,高雄港,4730
099年09月,廣東太平,貨櫃輪,高雄港,560
099年09月,天津,貨櫃輪,高雄港,1403
099年09月,廣東塘廈,貨櫃輪,高雄港,1405
099年09月,天津新港,貨櫃輪,高雄港,3033
099年09月,廣東外海,貨櫃輪,高雄港,48
099年09月,安徽蕪湖,貨櫃輪,高雄港,576
099年09月,浙江溫州,貨櫃輪,高雄港,385
099年09月,福建圍頭,貨櫃輪,高雄港,16
099年09月,廣東吳衝口,貨櫃輪,高雄港,0
099年09月,湖北武漢,貨櫃輪,高雄港,171
099年09月,江蘇吳江,貨櫃輪,高雄港,295
099年09月,上海吳淞,貨櫃輪,高雄港,4
099年09月,江蘇無錫,貨櫃輪,高雄港,226
099年09月,廣西梧州,貨櫃輪,高雄港,250
099年09月,廣東新豐,貨櫃輪,高雄港,211
099年09月,天津新港,貨櫃輪,高雄港,4159
099年09月,廣東小欖,貨櫃輪,高雄港,990
099年09月,廣東新會,貨櫃輪,高雄港,90
099年09月,廣東新塘,貨櫃輪,高雄港,9
099年09月,福建廈門,貨櫃輪,高雄港,14249
099年09月,湖南－－,貨櫃輪,高雄港,17
099年09月,湖南湘潭,貨櫃輪,高雄港,15
099年09月,浙江洋山,貨櫃輪,高雄港,93
099年09月,山東煙臺,貨櫃輪,高雄港,1206
099年09月,海南洋浦,貨櫃輪,高雄港,332
099年09月,廣東鹽田,貨櫃輪,高雄港,2846
099年09月,浙江乍浦,貨櫃輪,高雄港,32
099年09月,廣東樟木頭,貨櫃輪,高雄港,22
099年09月,廣東湛江,貨櫃輪,高雄港,101
099年09月,江蘇鎮江,貨櫃輪,高雄港,6635
099年09月,江蘇張家港,貨櫃輪,高雄港,512
099年09月,廣東增城,貨櫃輪,高雄港,628
099年09月,浙江舟山,貨櫃輪,高雄港,16
099年09月,廣東肇慶,貨櫃輪,高雄港,50
099年09月,廣東中山,貨櫃輪,高雄港,2506
099年09月,廣東珠海,貨櫃輪,高雄港,1174
099年09月,福建漳州,貨櫃輪,高雄港,690
099年09月,浙江寧波,油輪,高雄港,5771
099年09月,江蘇南通,油輪,高雄港,967
099年09月,遼寧營口,油輪,高雄港,2259
099年09月,江蘇儀徵,油輪,高雄港,1008
099年09月,廣東珠海,油輪,高雄港,27035
099年09月,浙江寧波,散裝輪,高雄港,7000
099年09月,福建北茭,乾貨輪,高雄港,1337
099年09月,江蘇常熟,乾貨輪,高雄港,4500
099年09月,四川成都,乾貨輪,高雄港,38
099年09月,江西東坑,乾貨輪,高雄港,255
099年09月,福建東山,乾貨輪,高雄港,116
099年09月,廣東佛山,乾貨輪,高雄港,259
099年09月,廣東花都,乾貨輪,高雄港,412
099年09月,廣東虎門,乾貨輪,高雄港,149
099年09月,廣東黃埔,乾貨輪,高雄港,178
099年09月,廣東惠州,乾貨輪,高雄港,2852
099年09月,江蘇江陰,乾貨輪,高雄港,8566
099年09月,廣東江門,乾貨輪,高雄港,20
099年09月,廣東蓮花山,乾貨輪,高雄港,483
099年09月,江蘇連雲港,乾貨輪,高雄港,3256
099年09月,廣東媽灣,乾貨輪,高雄港,27911
099年09月,浙江寧波,乾貨輪,高雄港,4000
099年09月,上海,乾貨輪,高雄港,14187
099年09月,廣東沙田,乾貨輪,高雄港,6847
099年09月,廣東三水,乾貨輪,高雄港,98
099年09月,廣東順德,乾貨輪,高雄港,273
099年09月,江蘇太倉,乾貨輪,高雄港,7038
099年09月,廣東太平,乾貨輪,高雄港,1607
099年09月,安徽蕪湖,乾貨輪,高雄港,1417
099年09月,福建廈門,乾貨輪,高雄港,4201
099年09月,廣東雲浮,乾貨輪,高雄港,101
099年09月,山東煙臺,乾貨輪,高雄港,3803
099年09月,浙江乍浦,乾貨輪,高雄港,7650
099年09月,江蘇張家港,乾貨輪,高雄港,3000
099年09月,廣東中山,乾貨輪,高雄港,740
099年09月,廣東珠海,乾貨輪,高雄港,147
099年09月,福建漳州,乾貨輪,高雄港,14015
099年09月,江蘇常州,多用途船,高雄港,970
099年09月,廣東東莞,多用途船,高雄港,969
099年09月,江蘇江陰,多用途船,高雄港,3975
099年09月,廣東茂名,多用途船,高雄港,992
099年09月,浙江寧波,多用途船,高雄港,4769
099年09月,江蘇南通,多用途船,高雄港,1940
099年09月,廣東珠海,多用途船,高雄港,2155
099年09月,江蘇常熟,化學船,高雄港,8744
099年09月,江蘇常州,化學船,高雄港,1030
099年09月,廣東東莞,化學船,高雄港,5774
099年09月,江蘇江陰,化學船,高雄港,3001
099年09月,山東龍口,化學船,高雄港,3701
099年09月,浙江寧波,化學船,高雄港,7703
099年09月,江蘇南京,化學船,高雄港,3790
099年09月,江蘇南通,化學船,高雄港,9324
099年09月,福建泉州,化學船,高雄港,799
099年09月,上海,化學船,高雄港,1941
099年09月,江蘇鎮江,化學船,高雄港,1009
099年09月,天津,其他專用貨船,高雄港,65
099年10月,廣西北海,貨櫃輪,高雄港,199
099年10月,福建北茭,貨櫃輪,高雄港,43
099年10月,廣東保安,貨櫃輪,高雄港,1347
099年10月,廣東布吉,貨櫃輪,高雄港,30
099年10月,廣東廣州,貨櫃輪,高雄港,1635
099年10月,江蘇常熟,貨櫃輪,高雄港,2223
099年10月,陝西長安,貨櫃輪,高雄港,86
099年10月,上海漕涇,貨櫃輪,高雄港,844
099年10月,重慶,貨櫃輪,高雄港,209
099年10月,廣東從化,貨櫃輪,高雄港,523
099年10月,廣東昌平,貨櫃輪,高雄港,1609
099年10月,湖南長沙,貨櫃輪,高雄港,62
099年10月,四川成都,貨櫃輪,高雄港,14
099年10月,江蘇常州,貨櫃輪,高雄港,2000
099年10月,廣東東莞,貨櫃輪,高雄港,10473
099年10月,江西東坑,貨櫃輪,高雄港,30
099年10月,遼寧大連,貨櫃輪,高雄港,1961
099年10月,廣東大嶺山,貨櫃輪,高雄港,120
099年10月,遼寧東港,貨櫃輪,高雄港,18
099年10月,廣東斗門,貨櫃輪,高雄港,248
099年10月,廣西防城,貨櫃輪,高雄港,501
099年10月,廣東鳳崗,貨櫃輪,高雄港,180
099年10月,廣東芳村,貨櫃輪,高雄港,289
099年10月,廣東福永,貨櫃輪,高雄港,252
099年10月,福建福州,貨櫃輪,高雄港,1373
099年10月,廣東佛山,貨櫃輪,高雄港,665
099年10月,福建福清,貨櫃輪,高雄港,144
099年10月,廣東福田,貨櫃輪,高雄港,779
099年10月,廣東高沙,貨櫃輪,高雄港,235
099年10月,廣東高要,貨櫃輪,高雄港,27
099年10月,廣東公益,貨櫃輪,高雄港,2
099年10月,廣東公明,貨櫃輪,高雄港,124
099年10月,廣東,貨櫃輪,高雄港,444
099年10月,廣東觀瀾,貨櫃輪,高雄港,98
099年10月,海南海口,貨櫃輪,高雄港,1297
099年10月,廣東花都,貨櫃輪,高雄港,336
099年10月,廣東河源,貨櫃輪,高雄港,57
099年10月,廣東虎門,貨櫃輪,高雄港,857
099年10月,廣東橫崗,貨櫃輪,高雄港,147
099年10月,廣東厚街,貨櫃輪,高雄港,945
099年10月,廣東鶴山,貨櫃輪,高雄港,124
099年10月,廣東黃埔,貨櫃輪,高雄港,11687
099年10月,廣東花都,貨櫃輪,高雄港,36
099年10月,廣東皇崗,貨櫃輪,高雄港,1
099年10月,廣東惠州,貨櫃輪,高雄港,2188
099年10月,黑龍江呼瑪,貨櫃輪,高雄港,18
099年10月,廣東黃埔新港,貨櫃輪,高雄港,321
099年10月,四川會東,貨櫃輪,高雄港,55
099年10月,湖北荊州,貨櫃輪,高雄港,476
099年10月,江蘇江陰,貨櫃輪,高雄港,237
099年10月,江西九江,貨櫃輪,高雄港,122
099年10月,廣東九江,貨櫃輪,高雄港,83
099年10月,廣東江門,貨櫃輪,高雄港,415
099年10月,廣東窖心,貨櫃輪,高雄港,293
099年10月,廣東九州,貨櫃輪,高雄港,650
099年10月,廣東開平,貨櫃輪,高雄港,24
099年10月,雲南昆明,貨櫃輪,高雄港,24
099年10月,江蘇昆山,貨櫃輪,高雄港,2462
099年10月,廣東瀾石,貨櫃輪,高雄港,1476
099年10月,廣東寮步,貨櫃輪,高雄港,447
099年10月,廣東龍崗,貨櫃輪,高雄港,934
099年10月,廣東龍華,貨櫃輪,高雄港,201
099年10月,廣東蓮花山,貨櫃輪,高雄港,498
099年10月,湖南蘭市,貨櫃輪,高雄港,18
099年10月,廣東勒流,貨櫃輪,高雄港,72
099年10月,江蘇連雲港,貨櫃輪,高雄港,580
099年10月,福建馬尾,貨櫃輪,高雄港,4820
099年10月,廣東馬坊,貨櫃輪,高雄港,6
099年10月,廣東茂名,貨櫃輪,高雄港,413
099年10月,廣東南海,貨櫃輪,高雄港,224
099年10月,浙江寧波,貨櫃輪,高雄港,31115
099年10月,廣東南港,貨櫃輪,高雄港,102
099年10月,江蘇南京,貨櫃輪,高雄港,2301
099年10月,廣東南沙,貨櫃輪,高雄港,496
099年10月,江蘇南通,貨櫃輪,高雄港,1335
099年10月,廣東南頭,貨櫃輪,高雄港,417
099年10月,廣東平州,貨櫃輪,高雄港,6
099年10月,廣東平湖,貨櫃輪,高雄港,7
099年10月,廣東坪山,貨櫃輪,高雄港,41
099年10月,廣東番禺市橋,貨櫃輪,高雄港,200
099年10月,上海浦東機場,貨櫃輪,高雄港,2
099年10月,廣東清溪,貨櫃輪,高雄港,936
099年10月,廣東清遠,貨櫃輪,高雄港,144
099年10月,福建泉州,貨櫃輪,高雄港,182
099年10月,廣東容奇,貨櫃輪,高雄港,1184
099年10月,廣東水東,貨櫃輪,高雄港,275
099年10月,上海,貨櫃輪,高雄港,52563
099年10月,廣東三山,貨櫃輪,高雄港,543
099年10月,廣東沙井,貨櫃輪,高雄港,772
099年10月,廣東蛇口,貨櫃輪,高雄港,843
099年10月,陝西西安,貨櫃輪,高雄港,28
099年10月,廣東沙田,貨櫃輪,高雄港,1232
099年10月,廣東石碣,貨櫃輪,高雄港,2086
099年10月,廣東三水,貨櫃輪,高雄港,2728
099年10月,廣東三榕,貨櫃輪,高雄港,495
099年10月,廣東南海三山,貨櫃輪,高雄港,1573
099年10月,廣東沙頭角,貨櫃輪,高雄港,106
099年10月,廣東順德,貨櫃輪,高雄港,48
099年10月,廣東穗港黃埔,貨櫃輪,高雄港,34
099年10月,廣東汕頭,貨櫃輪,高雄港,2259
099年10月,浙江紹興縣,貨櫃輪,高雄港,3
099年10月,新疆鄯善,貨櫃輪,高雄港,81
099年10月,廣東十堰,貨櫃輪,高雄港,23
099年10月,江蘇蘇州,貨櫃輪,高雄港,2310
099年10月,廣東深圳,貨櫃輪,高雄港,7273
099年10月,江蘇太倉,貨櫃輪,高雄港,996
099年10月,山東青島,貨櫃輪,高雄港,6431
099年10月,廣東太平,貨櫃輪,高雄港,852
099年10月,廣東台城,貨櫃輪,高雄港,19
099年10月,天津,貨櫃輪,高雄港,2007
099年10月,廣東塘廈,貨櫃輪,高雄港,953
099年10月,天津新港,貨櫃輪,高雄港,2958
099年10月,江蘇泰州,貨櫃輪,高雄港,30
099年10月,安徽蕪湖,貨櫃輪,高雄港,1440
099年10月,浙江溫州,貨櫃輪,高雄港,634
099年10月,福建圍頭,貨櫃輪,高雄港,51
099年10月,廣東吳衝口,貨櫃輪,高雄港,128
099年10月,湖北武漢,貨櫃輪,高雄港,120
099年10月,江蘇吳江,貨櫃輪,高雄港,386
099年10月,上海吳淞,貨櫃輪,高雄港,6
099年10月,江蘇無錫,貨櫃輪,高雄港,200
099年10月,廣西梧州,貨櫃輪,高雄港,448
099年10月,廣東新豐,貨櫃輪,高雄港,173
099年10月,天津新港,貨櫃輪,高雄港,48727
099年10月,廣東小欖,貨櫃輪,高雄港,438
099年10月,廣東新會,貨櫃輪,高雄港,3
099年10月,福建廈門,貨櫃輪,高雄港,16790
099年10月,青海西寧,貨櫃輪,高雄港,14
099年10月,湖南－－,貨櫃輪,高雄港,56
099年10月,湖南湘潭,貨櫃輪,高雄港,45
099年10月,浙江洋山,貨櫃輪,高雄港,205
099年10月,山東煙臺,貨櫃輪,高雄港,962
099年10月,海南洋浦,貨櫃輪,高雄港,418
099年10月,廣東鹽田,貨櫃輪,高雄港,5372
099年10月,江蘇楊州,貨櫃輪,高雄港,18
099年10月,浙江乍浦,貨櫃輪,高雄港,32
099年10月,廣東湛江,貨櫃輪,高雄港,53
099年10月,江蘇鎮江,貨櫃輪,高雄港,6729
099年10月,江蘇張家港,貨櫃輪,高雄港,1209
099年10月,廣東增城,貨櫃輪,高雄港,359
