時間,地區別,船種,臺灣港口,重量(公噸)
106年08月,海南海口,貨櫃輪,臺中港,43
106年08月,廣東花都,貨櫃輪,臺中港,59
106年08月,廣東虎門,貨櫃輪,臺中港,2549
106年08月,廣東鶴山,貨櫃輪,臺中港,8
106年08月,廣東黃埔,貨櫃輪,臺中港,3785
106年08月,廣東皇崗,貨櫃輪,臺中港,24
106年08月,廣東惠州,貨櫃輪,臺中港,455
106年08月,江蘇江陰,貨櫃輪,臺中港,46
106年08月,江西九江,貨櫃輪,臺中港,223
106年08月,廣東九江,貨櫃輪,臺中港,7
106年08月,廣東江門,貨櫃輪,臺中港,510
106年08月,廣東窖心,貨櫃輪,臺中港,0
106年08月,廣東開平,貨櫃輪,臺中港,1039
106年08月,江西南昌,貨櫃輪,臺中港,360
106年08月,廣東蓮花山,貨櫃輪,臺中港,1
106年08月,廣東勒流,貨櫃輪,臺中港,24
106年08月,江蘇連雲港,貨櫃輪,臺中港,10166
106年08月,廣東馬坊,貨櫃輪,臺中港,25
106年08月,廣東茂名,貨櫃輪,臺中港,40
106年08月,廣東南海,貨櫃輪,臺中港,28
106年08月,浙江寧波,貨櫃輪,臺中港,10661
106年08月,廣東南港,貨櫃輪,臺中港,74
106年08月,江蘇南京,貨櫃輪,臺中港,1545
106年08月,廣東南沙,貨櫃輪,臺中港,346
106年08月,江蘇南通,貨櫃輪,臺中港,72
106年08月,上海浦東機場,貨櫃輪,臺中港,6
106年08月,廣西欽州,貨櫃輪,臺中港,3287
106年08月,廣東容奇,貨櫃輪,臺中港,38
106年08月,甘肅－－,貨櫃輪,臺中港,51
106年08月,上海,貨櫃輪,臺中港,28550
106年08月,廣東三山,貨櫃輪,臺中港,1
106年08月,廣東蛇口,貨櫃輪,臺中港,8148
106年08月,廣東三水,貨櫃輪,臺中港,10
106年08月,廣東南海三山,貨櫃輪,臺中港,45
106年08月,廣東順德,貨櫃輪,臺中港,14
106年08月,廣東汕頭,貨櫃輪,臺中港,2173
106年08月,廣東深圳,貨櫃輪,臺中港,160
106年08月,江蘇太倉,貨櫃輪,臺中港,4352
106年08月,山東青島,貨櫃輪,臺中港,13046
106年08月,廣東台城,貨櫃輪,臺中港,72
106年08月,天津,貨櫃輪,臺中港,274
106年08月,天津新港,貨櫃輪,臺中港,4907
106年08月,浙江溫州,貨櫃輪,臺中港,804
106年08月,湖北武漢,貨櫃輪,臺中港,829
106年08月,廣西梧州,貨櫃輪,臺中港,25
106年08月,廣東新豐,貨櫃輪,臺中港,800
106年08月,天津新港,貨櫃輪,臺中港,6851
106年08月,廣東小欖,貨櫃輪,臺中港,58
106年08月,廣東新會,貨櫃輪,臺中港,67
106年08月,福建廈門,貨櫃輪,臺中港,10947
106年08月,河北宜昌,貨櫃輪,臺中港,444
106年08月,海南洋浦,貨櫃輪,臺中港,342
106年08月,廣東鹽田,貨櫃輪,臺中港,898
106年08月,湖南岳陽,貨櫃輪,臺中港,53
106年08月,江蘇楊州,貨櫃輪,臺中港,20
106年08月,廣東湛江,貨櫃輪,臺中港,1537
106年08月,江蘇鎮江,貨櫃輪,臺中港,2034
106年08月,江蘇張家港,貨櫃輪,臺中港,1386
106年08月,廣東肇慶,貨櫃輪,臺中港,205
106年08月,廣東中山,貨櫃輪,臺中港,81
106年08月,廣東珠海,貨櫃輪,臺中港,2
106年08月,遼寧鱍魚圈,散裝輪,臺中港,2400
106年08月,山東蓬萊,散裝輪,臺中港,9024
106年08月,福建廈門,散裝輪,臺中港,17500
106年08月,福建漳州,散裝輪,臺中港,15011
106年08月,遼寧鱍魚圈,乾貨輪,臺中港,1826
106年08月,廣西北海,乾貨輪,臺中港,7137
106年08月,廣西防城,乾貨輪,臺中港,2989
106年08月,浙江寧波,乾貨輪,臺中港,1910
106年08月,山東日照,乾貨輪,臺中港,10972
106年08月,山東青島,乾貨輪,臺中港,5400
106年08月,福建廈門,乾貨輪,臺中港,2120
106年08月,山東煙臺,乾貨輪,臺中港,7200
106年08月,江蘇張家港,乾貨輪,臺中港,5900
106年08月,天津新港,多用途船,臺中港,3967
106年08月,山東萊州,化學船,臺中港,1042
106年08月,浙江寧波,化學船,臺中港,998
106年08月,江蘇南京,化學船,臺中港,5222
106年08月,江蘇鎮江,化學船,臺中港,2611
106年08月,江蘇張家港,化學船,臺中港,10415
106年08月,廣東珠海,化學船,臺中港,960
106年09月,福建廈門,客貨輪,臺中港,1583
106年09月,安徽安慶,貨櫃輪,臺中港,112
106年09月,遼寧鱍魚圈,貨櫃輪,臺中港,251
106年09月,福建北茭,貨櫃輪,臺中港,151
106年09月,廣東廣州,貨櫃輪,臺中港,36
106年09月,江蘇常熟,貨櫃輪,臺中港,66
106年09月,重慶,貨櫃輪,臺中港,719
106年09月,廣東長沙,貨櫃輪,臺中港,21
106年09月,江蘇常州,貨櫃輪,臺中港,58
106年09月,廣東東莞,貨櫃輪,臺中港,308
106年09月,遼寧大連,貨櫃輪,臺中港,12419
106年09月,廣東斗門,貨櫃輪,臺中港,23
106年09月,廣西防城,貨櫃輪,臺中港,1421
106年09月,福建福州,貨櫃輪,臺中港,1927
106年09月,廣東佛山,貨櫃輪,臺中港,93
106年09月,廣東高明,貨櫃輪,臺中港,24
106年09月,廣東,貨櫃輪,臺中港,43
106年09月,廣西貴港,貨櫃輪,臺中港,318
106年09月,廣東花都,貨櫃輪,臺中港,120
106年09月,廣東虎門,貨櫃輪,臺中港,1981
106年09月,廣東鶴山,貨櫃輪,臺中港,16
106年09月,廣東黃埔,貨櫃輪,臺中港,6275
106年09月,廣東花都,貨櫃輪,臺中港,8
106年09月,廣東皇崗,貨櫃輪,臺中港,35
106年09月,廣東惠州,貨櫃輪,臺中港,198
106年09月,江蘇江陰,貨櫃輪,臺中港,45
106年09月,江西九江,貨櫃輪,臺中港,419
106年09月,廣東九江,貨櫃輪,臺中港,144
106年09月,廣東江門,貨櫃輪,臺中港,172
106年09月,廣東開平,貨櫃輪,臺中港,1086
106年09月,江西南昌,貨櫃輪,臺中港,423
106年09月,廣東蓮花山,貨櫃輪,臺中港,3
106年09月,江蘇連雲港,貨櫃輪,臺中港,8892
106年09月,廣東馬坊,貨櫃輪,臺中港,4
106年09月,廣東南海,貨櫃輪,臺中港,274
106年09月,浙江寧波,貨櫃輪,臺中港,8926
106年09月,江蘇南京,貨櫃輪,臺中港,984
106年09月,廣東南沙,貨櫃輪,臺中港,378
106年09月,江蘇南通,貨櫃輪,臺中港,13
106年09月,廣東清遠,貨櫃輪,臺中港,20
106年09月,廣西欽州,貨櫃輪,臺中港,3438
106年09月,廣東容奇,貨櫃輪,臺中港,23
106年09月,上海,貨櫃輪,臺中港,26612
106年09月,廣東三山,貨櫃輪,臺中港,72
106年09月,廣東蛇口,貨櫃輪,臺中港,5178
106年09月,廣東三水,貨櫃輪,臺中港,22
106年09月,廣東南海三山,貨櫃輪,臺中港,39
106年09月,廣東順德,貨櫃輪,臺中港,45
106年09月,廣東汕頭,貨櫃輪,臺中港,2174
106年09月,江蘇蘇州,貨櫃輪,臺中港,3
106年09月,廣東深圳,貨櫃輪,臺中港,188
106年09月,江蘇太倉,貨櫃輪,臺中港,4414
106年09月,山東青島,貨櫃輪,臺中港,9932
106年09月,廣東台城,貨櫃輪,臺中港,63
106年09月,天津,貨櫃輪,臺中港,111
106年09月,天津新港,貨櫃輪,臺中港,6042
106年09月,浙江溫州,貨櫃輪,臺中港,728
106年09月,湖北武漢,貨櫃輪,臺中港,886
106年09月,廣西梧州,貨櫃輪,臺中港,72
106年09月,廣東新豐,貨櫃輪,臺中港,650
106年09月,天津新港,貨櫃輪,臺中港,6495
106年09月,廣東小欖,貨櫃輪,臺中港,73
106年09月,福建廈門,貨櫃輪,臺中港,9699
106年09月,湖南－－,貨櫃輪,臺中港,4
106年09月,河北宜昌,貨櫃輪,臺中港,120
106年09月,遼寧營口,貨櫃輪,臺中港,251
106年09月,海南洋浦,貨櫃輪,臺中港,479
106年09月,廣東鹽田,貨櫃輪,臺中港,924
106年09月,湖南岳陽,貨櫃輪,臺中港,17
106年09月,江蘇楊州,貨櫃輪,臺中港,4
106年09月,廣東湛江,貨櫃輪,臺中港,1202
106年09月,江蘇鎮江,貨櫃輪,臺中港,1583
106年09月,江蘇張家港,貨櫃輪,臺中港,534
106年09月,廣東肇慶,貨櫃輪,臺中港,291
106年09月,廣東中山,貨櫃輪,臺中港,46
106年09月,廣東珠海,貨櫃輪,臺中港,36
106年09月,福建泉州,油輪,臺中港,40311
106年09月,河北京唐（唐山）,散裝輪,臺中港,1498
106年09月,福建漳州,散裝輪,臺中港,20078
106年09月,廣西北海,乾貨輪,臺中港,6500
106年09月,廣西防城,乾貨輪,臺中港,2873
106年09月,廣西貴港,乾貨輪,臺中港,230
106年09月,山東日照,乾貨輪,臺中港,10180
106年09月,江蘇太倉,乾貨輪,臺中港,118
106年09月,福建廈門,乾貨輪,臺中港,17953
106年09月,遼寧營口,乾貨輪,臺中港,4500
106年09月,廣東鹽田,乾貨輪,臺中港,16
106年09月,福建漳州,乾貨輪,臺中港,14563
106年09月,上海,化學船,臺中港,5985
106年09月,江蘇泰州,化學船,臺中港,1906
106年09月,江蘇鎮江,化學船,臺中港,8012
106年09月,江蘇張家港,化學船,臺中港,4295
106年10月,福建廈門,客貨輪,臺中港,1092
106年10月,安徽安慶,貨櫃輪,臺中港,74
106年10月,遼寧鱍魚圈,貨櫃輪,臺中港,495
106年10月,福建北茭,貨櫃輪,臺中港,158
106年10月,廣東廣州,貨櫃輪,臺中港,402
106年10月,江蘇常熟,貨櫃輪,臺中港,70
106年10月,重慶,貨櫃輪,臺中港,912
106年10月,江蘇常州,貨櫃輪,臺中港,39
106年10月,廣東東莞,貨櫃輪,臺中港,6
106年10月,遼寧大連,貨櫃輪,臺中港,12347
106年10月,廣西防城,貨櫃輪,臺中港,1822
106年10月,福建福州,貨櫃輪,臺中港,1528
106年10月,廣東佛山,貨櫃輪,臺中港,125
106年10月,廣東,貨櫃輪,臺中港,27
106年10月,廣西貴港,貨櫃輪,臺中港,763
106年10月,海南海口,貨櫃輪,臺中港,47
106年10月,廣東花都,貨櫃輪,臺中港,71
106年10月,安徽合肥,貨櫃輪,臺中港,4
106年10月,廣東虎門,貨櫃輪,臺中港,1640
106年10月,廣東黃埔,貨櫃輪,臺中港,3335
106年10月,廣東花都,貨櫃輪,臺中港,4
106年10月,廣東皇崗,貨櫃輪,臺中港,43
106年10月,廣東惠州,貨櫃輪,臺中港,130
106年10月,湖北荊州,貨櫃輪,臺中港,20
106年10月,江蘇江陰,貨櫃輪,臺中港,1014
106年10月,江西九江,貨櫃輪,臺中港,117
106年10月,廣東九江,貨櫃輪,臺中港,31
106年10月,廣東江門,貨櫃輪,臺中港,397
106年10月,廣東開平,貨櫃輪,臺中港,1084
106年10月,江西南昌,貨櫃輪,臺中港,642
106年10月,廣東蓮花山,貨櫃輪,臺中港,408
106年10月,廣東勒流,貨櫃輪,臺中港,6
106年10月,江蘇連雲港,貨櫃輪,臺中港,7171
106年10月,廣東馬坊,貨櫃輪,臺中港,25
106年10月,廣東南海,貨櫃輪,臺中港,4
106年10月,浙江寧波,貨櫃輪,臺中港,9613
106年10月,江蘇南京,貨櫃輪,臺中港,1295
106年10月,廣東南沙,貨櫃輪,臺中港,519
106年10月,江蘇南通,貨櫃輪,臺中港,113
106年10月,廣西欽州,貨櫃輪,臺中港,2782
106年10月,廣東容奇,貨櫃輪,臺中港,35
106年10月,吉林三合,貨櫃輪,臺中港,24
106年10月,甘肅－－,貨櫃輪,臺中港,231
106年10月,上海,貨櫃輪,臺中港,33387
106年10月,廣東三山,貨櫃輪,臺中港,31
106年10月,廣東蛇口,貨櫃輪,臺中港,3018
106年10月,廣東三水,貨櫃輪,臺中港,463
106年10月,廣東三榕,貨櫃輪,臺中港,12
106年10月,廣東南海三山,貨櫃輪,臺中港,33
106年10月,廣東順德,貨櫃輪,臺中港,50
106年10月,廣東汕頭,貨櫃輪,臺中港,2278
106年10月,廣東深圳,貨櫃輪,臺中港,132
106年10月,江蘇太倉,貨櫃輪,臺中港,3355
106年10月,山東青島,貨櫃輪,臺中港,12281
106年10月,廣東台城,貨櫃輪,臺中港,62
106年10月,天津,貨櫃輪,臺中港,161
106年10月,天津新港,貨櫃輪,臺中港,5633
106年10月,江蘇泰州,貨櫃輪,臺中港,51
106年10月,上海外高橋,貨櫃輪,臺中港,6
106年10月,安徽蕪湖,貨櫃輪,臺中港,75
106年10月,浙江溫州,貨櫃輪,臺中港,591
106年10月,湖北武漢,貨櫃輪,臺中港,694
106年10月,廣西梧州,貨櫃輪,臺中港,22
106年10月,廣東新豐,貨櫃輪,臺中港,374
106年10月,天津新港,貨櫃輪,臺中港,7771
106年10月,廣東小欖,貨櫃輪,臺中港,65
106年10月,福建廈門,貨櫃輪,臺中港,13926
106年10月,湖南－－,貨櫃輪,臺中港,3
106年10月,浙江洋山,貨櫃輪,臺中港,22
106年10月,河北宜昌,貨櫃輪,臺中港,42
106年10月,遼寧營口,貨櫃輪,臺中港,375
106年10月,陝西閻良,貨櫃輪,臺中港,10
106年10月,海南洋浦,貨櫃輪,臺中港,542
106年10月,廣東鹽田,貨櫃輪,臺中港,729
106年10月,湖南岳陽,貨櫃輪,臺中港,7
106年10月,江蘇楊州,貨櫃輪,臺中港,218
106年10月,浙江乍浦,貨櫃輪,臺中港,70
106年10月,廣東湛江,貨櫃輪,臺中港,797
106年10月,江蘇鎮江,貨櫃輪,臺中港,1737
106年10月,江蘇張家港,貨櫃輪,臺中港,1953
106年10月,廣東肇慶,貨櫃輪,臺中港,187
106年10月,廣東中山,貨櫃輪,臺中港,53
106年10月,廣東珠海,貨櫃輪,臺中港,20
106年10月,遼寧鱍魚圈,散裝輪,臺中港,2310
106年10月,廣西防城,散裝輪,臺中港,2800
106年10月,江蘇連雲港,散裝輪,臺中港,21372
106年10月,山東蓬萊,散裝輪,臺中港,8000
106年10月,福建漳州,散裝輪,臺中港,23301
106年10月,廣西防城,乾貨輪,臺中港,2510
106年10月,福建莆田,乾貨輪,臺中港,4276
106年10月,福建泉州,乾貨輪,臺中港,4000
106年10月,上海,乾貨輪,臺中港,194
106年10月,山東煙臺,乾貨輪,臺中港,7100
106年10月,江蘇張家港,乾貨輪,臺中港,2700
106年10月,江蘇常熟,化學船,臺中港,5074
106年10月,山東嵐山,化學船,臺中港,2198
106年10月,山東青島,化學船,臺中港,979
106年10月,江蘇張家港,化學船,臺中港,7903
106年10月,廣東珠海,化學船,臺中港,988
106年11月,福建廈門,客貨輪,臺中港,1568
106年11月,安徽安慶,貨櫃輪,臺中港,72
106年11月,廣西北海,貨櫃輪,臺中港,8
106年11月,福建北茭,貨櫃輪,臺中港,191
106年11月,廣東廣州,貨櫃輪,臺中港,42
106年11月,江蘇常熟,貨櫃輪,臺中港,118
106年11月,重慶,貨櫃輪,臺中港,819
106年11月,廣東長沙,貨櫃輪,臺中港,14
106年11月,江蘇常州,貨櫃輪,臺中港,18
106年11月,廣東東莞,貨櫃輪,臺中港,12
106年11月,遼寧大連,貨櫃輪,臺中港,12716
106年11月,廣西防城,貨櫃輪,臺中港,797
106年11月,福建福州,貨櫃輪,臺中港,2420
106年11月,廣東佛山,貨櫃輪,臺中港,173
106年11月,廣東高沙,貨櫃輪,臺中港,28
106年11月,廣東高明,貨櫃輪,臺中港,18
106年11月,廣東,貨櫃輪,臺中港,66
106年11月,廣西貴港,貨櫃輪,臺中港,361
106年11月,海南海口,貨櫃輪,臺中港,66
106年11月,廣東花都,貨櫃輪,臺中港,148
106年11月,安徽合肥,貨櫃輪,臺中港,5
106年11月,廣東虎門,貨櫃輪,臺中港,2934
106年11月,湖北黃石,貨櫃輪,臺中港,77
106年11月,廣東黃埔,貨櫃輪,臺中港,5970
106年11月,廣東花都,貨櫃輪,臺中港,5
106年11月,廣東皇崗,貨櫃輪,臺中港,33
106年11月,廣東惠州,貨櫃輪,臺中港,295
106年11月,江蘇江陰,貨櫃輪,臺中港,10
106年11月,江西九江,貨櫃輪,臺中港,29
106年11月,廣東九江,貨櫃輪,臺中港,127
106年11月,廣東江門,貨櫃輪,臺中港,264
106年11月,廣東開平,貨櫃輪,臺中港,596
106年11月,江西南昌,貨櫃輪,臺中港,462
106年11月,廣東蓮花山,貨櫃輪,臺中港,16
106年11月,廣東勒流,貨櫃輪,臺中港,104
106年11月,江蘇連雲港,貨櫃輪,臺中港,9004
106年11月,廣東南海,貨櫃輪,臺中港,10
106年11月,浙江寧波,貨櫃輪,臺中港,12091
106年11月,江蘇南京,貨櫃輪,臺中港,1677
106年11月,廣東南沙,貨櫃輪,臺中港,694
106年11月,江蘇南通,貨櫃輪,臺中港,637
106年11月,廣東清遠,貨櫃輪,臺中港,20
106年11月,廣西欽州,貨櫃輪,臺中港,3394
106年11月,廣東容奇,貨櫃輪,臺中港,70
106年11月,甘肅－－,貨櫃輪,臺中港,515
106年11月,上海,貨櫃輪,臺中港,35232
106年11月,廣東三山,貨櫃輪,臺中港,52
106年11月,廣東蛇口,貨櫃輪,臺中港,3632
106年11月,廣東三水,貨櫃輪,臺中港,151
106年11月,廣東南海三山,貨櫃輪,臺中港,54
106年11月,廣東順德,貨櫃輪,臺中港,25
106年11月,廣東汕頭,貨櫃輪,臺中港,2720
106年11月,廣東深圳,貨櫃輪,臺中港,122
106年11月,江蘇太倉,貨櫃輪,臺中港,5109
106年11月,山東青島,貨櫃輪,臺中港,13930
106年11月,廣東台城,貨櫃輪,臺中港,65
106年11月,天津,貨櫃輪,臺中港,345
106年11月,天津新港,貨櫃輪,臺中港,6504
106年11月,安徽蕪湖,貨櫃輪,臺中港,68
106年11月,浙江溫州,貨櫃輪,臺中港,642
106年11月,湖北武漢,貨櫃輪,臺中港,698
106年11月,廣西梧州,貨櫃輪,臺中港,139
106年11月,廣東新豐,貨櫃輪,臺中港,22
106年11月,天津新港,貨櫃輪,臺中港,6424
106年11月,廣東小欖,貨櫃輪,臺中港,53
106年11月,福建廈門,貨櫃輪,臺中港,10424
106年11月,遼寧營口,貨櫃輪,臺中港,301
106年11月,海南洋浦,貨櫃輪,臺中港,318
106年11月,廣東鹽田,貨櫃輪,臺中港,1361
106年11月,湖南岳陽,貨櫃輪,臺中港,17
106年11月,江蘇楊州,貨櫃輪,臺中港,184
106年11月,浙江乍浦,貨櫃輪,臺中港,62
106年11月,廣東湛江,貨櫃輪,臺中港,2654
106年11月,江蘇鎮江,貨櫃輪,臺中港,1923
106年11月,江蘇張家港,貨櫃輪,臺中港,3874
106年11月,廣東肇慶,貨櫃輪,臺中港,309
106年11月,廣東中山,貨櫃輪,臺中港,66
106年11月,廣東珠海,貨櫃輪,臺中港,25
106年11月,河北京唐（唐山）,散裝輪,臺中港,12000
106年11月,江蘇連雲港,散裝輪,臺中港,12484
106年11月,山東蓬萊,散裝輪,臺中港,7324
106年11月,天津新港,散裝輪,臺中港,10165
106年11月,福建漳州,散裝輪,臺中港,25000
106年11月,廣西北海,乾貨輪,臺中港,7205
106年11月,遼寧大連,乾貨輪,臺中港,2790
106年11月,天津,乾貨輪,臺中港,23
106年11月,福建廈門,乾貨輪,臺中港,8707
106年11月,福建漳州,乾貨輪,臺中港,16520
106年11月,山東萊州,化學船,臺中港,970
106年11月,山東嵐山,化學船,臺中港,2253
106年11月,江蘇南京,化學船,臺中港,0
106年11月,江蘇鎮江,化學船,臺中港,2880
106年11月,江蘇張家港,化學船,臺中港,4554
106年12月,福建廈門,客貨輪,臺中港,1408
106年12月,安徽安慶,貨櫃輪,臺中港,83
106年12月,遼寧鱍魚圈,貨櫃輪,臺中港,301
106年12月,廣西北海,貨櫃輪,臺中港,8
106年12月,福建北茭,貨櫃輪,臺中港,186
106年12月,廣東廣州,貨櫃輪,臺中港,69
106年12月,江蘇常熟,貨櫃輪,臺中港,169
106年12月,福建昌樂,貨櫃輪,臺中港,0
106年12月,重慶,貨櫃輪,臺中港,527
106年12月,廣東長沙,貨櫃輪,臺中港,39
106年12月,廣東東莞,貨櫃輪,臺中港,17
106年12月,遼寧大連,貨櫃輪,臺中港,9567
106年12月,廣東斗門,貨櫃輪,臺中港,6
106年12月,廣西防城,貨櫃輪,臺中港,1268
106年12月,廣東芳村,貨櫃輪,臺中港,39
106年12月,福建福州,貨櫃輪,臺中港,2438
106年12月,廣東佛山,貨櫃輪,臺中港,64
106年12月,廣東高明,貨櫃輪,臺中港,35
106年12月,廣西貴港,貨櫃輪,臺中港,449
106年12月,海南海口,貨櫃輪,臺中港,57
106年12月,廣東花都,貨櫃輪,臺中港,55
106年12月,廣東虎門,貨櫃輪,臺中港,1056
106年12月,廣東鶴山,貨櫃輪,臺中港,5
106年12月,廣東黃埔,貨櫃輪,臺中港,3746
106年12月,廣東花都,貨櫃輪,臺中港,3
106年12月,廣東皇崗,貨櫃輪,臺中港,37
106年12月,廣東惠州,貨櫃輪,臺中港,297
106年12月,江蘇江陰,貨櫃輪,臺中港,369
106年12月,江西九江,貨櫃輪,臺中港,104
106年12月,廣東九江,貨櫃輪,臺中港,18
106年12月,廣東江門,貨櫃輪,臺中港,93
106年12月,廣東開平,貨櫃輪,臺中港,761
106年12月,江西南昌,貨櫃輪,臺中港,389
106年12月,廣東蓮花山,貨櫃輪,臺中港,1
106年12月,湖南蘭市,貨櫃輪,臺中港,11
106年12月,廣東勒流,貨櫃輪,臺中港,14
106年12月,江蘇連雲港,貨櫃輪,臺中港,8392
106年12月,廣東馬坊,貨櫃輪,臺中港,25
106年12月,浙江寧波,貨櫃輪,臺中港,10848
106年12月,廣東南港,貨櫃輪,臺中港,51
106年12月,江蘇南京,貨櫃輪,臺中港,1356
106年12月,廣東南沙,貨櫃輪,臺中港,807
106年12月,江蘇南通,貨櫃輪,臺中港,110
106年12月,廣西欽州,貨櫃輪,臺中港,5027
106年12月,廣東容奇,貨櫃輪,臺中港,51
106年12月,甘肅－－,貨櫃輪,臺中港,616
106年12月,上海,貨櫃輪,臺中港,35741
106年12月,廣東三山,貨櫃輪,臺中港,59
106年12月,廣東蛇口,貨櫃輪,臺中港,2825
106年12月,廣東沙田,貨櫃輪,臺中港,50
106年12月,廣東三水,貨櫃輪,臺中港,23
106年12月,廣東南海三山,貨櫃輪,臺中港,109
106年12月,廣東順德,貨櫃輪,臺中港,5
106年12月,廣東汕頭,貨櫃輪,臺中港,2044
106年12月,新疆鄯善,貨櫃輪,臺中港,6
106年12月,廣東深圳,貨櫃輪,臺中港,130
106年12月,江蘇太倉,貨櫃輪,臺中港,7422
106年12月,山東青島,貨櫃輪,臺中港,11572
106年12月,廣東台城,貨櫃輪,臺中港,33
106年12月,天津,貨櫃輪,臺中港,148
106年12月,天津新港,貨櫃輪,臺中港,5429
106年12月,山西太原,貨櫃輪,臺中港,41
106年12月,江蘇泰州,貨櫃輪,臺中港,18
106年12月,安徽蕪湖,貨櫃輪,臺中港,32
106年12月,浙江溫州,貨櫃輪,臺中港,634
106年12月,湖北武漢,貨櫃輪,臺中港,1776
106年12月,廣西梧州,貨櫃輪,臺中港,333
106年12月,廣東新豐,貨櫃輪,臺中港,520
106年12月,天津新港,貨櫃輪,臺中港,6881
106年12月,廣東小欖,貨櫃輪,臺中港,68
106年12月,廣東新會,貨櫃輪,臺中港,45
106年12月,福建廈門,貨櫃輪,臺中港,8965
106年12月,湖南－－,貨櫃輪,臺中港,1
106年12月,河北宜昌,貨櫃輪,臺中港,168
106年12月,遼寧營口,貨櫃輪,臺中港,887
106年12月,海南洋浦,貨櫃輪,臺中港,547
106年12月,廣東鹽田,貨櫃輪,臺中港,980
106年12月,湖南岳陽,貨櫃輪,臺中港,41
106年12月,江蘇楊州,貨櫃輪,臺中港,104
106年12月,浙江乍浦,貨櫃輪,臺中港,62
106年12月,廣東湛江,貨櫃輪,臺中港,1717
106年12月,江蘇鎮江,貨櫃輪,臺中港,1729
106年12月,江蘇張家港,貨櫃輪,臺中港,1746
106年12月,廣東肇慶,貨櫃輪,臺中港,324
106年12月,廣東中山,貨櫃輪,臺中港,105
106年12月,廣東珠海,貨櫃輪,臺中港,50
106年12月,遼寧丹東,散裝輪,臺中港,26999
106年12月,天津新港,散裝輪,臺中港,5194
106年12月,福建漳州,散裝輪,臺中港,22500
106年12月,山東日照,乾貨輪,臺中港,10996
106年12月,福建廈門,乾貨輪,臺中港,2966
106年12月,山東煙臺,乾貨輪,臺中港,7296
106年12月,廣西防城,多用途船,臺中港,3005
106年12月,江蘇常熟,化學船,臺中港,3200
106年12月,江蘇泰州,化學船,臺中港,1930
106年12月,江蘇張家港,化學船,臺中港,5294
107年01月,福建廈門,客貨輪,臺中港,1304
107年01月,安徽安慶,貨櫃輪,臺中港,53
107年01月,遼寧鱍魚圈,貨櫃輪,臺中港,200
107年01月,廣西北海,貨櫃輪,臺中港,20
107年01月,福建北茭,貨櫃輪,臺中港,172
107年01月,廣東廣州,貨櫃輪,臺中港,46
107年01月,江蘇常熟,貨櫃輪,臺中港,97
107年01月,重慶,貨櫃輪,臺中港,480
107年01月,江蘇常州,貨櫃輪,臺中港,39
107年01月,廣東東莞,貨櫃輪,臺中港,59
107年01月,遼寧大連,貨櫃輪,臺中港,12333
107年01月,廣東斗門,貨櫃輪,臺中港,21
107年01月,廣西防城,貨櫃輪,臺中港,429
107年01月,福建福州,貨櫃輪,臺中港,1846
107年01月,廣東佛山,貨櫃輪,臺中港,96
107年01月,廣東公益,貨櫃輪,臺中港,130
107年01月,廣東,貨櫃輪,臺中港,155
107年01月,海南海口,貨櫃輪,臺中港,44
107年01月,廣東花都,貨櫃輪,臺中港,145
107年01月,安徽合肥,貨櫃輪,臺中港,9
107年01月,廣東虎門,貨櫃輪,臺中港,1362
107年01月,湖北黃石,貨櫃輪,臺中港,75
107年01月,廣東黃埔,貨櫃輪,臺中港,6297
107年01月,廣東花都,貨櫃輪,臺中港,5
107年01月,廣東皇崗,貨櫃輪,臺中港,48
107年01月,廣東惠州,貨櫃輪,臺中港,500
107年01月,江蘇江陰,貨櫃輪,臺中港,119
107年01月,江西九江,貨櫃輪,臺中港,130
107年01月,浙江嘉興,貨櫃輪,臺中港,1
107年01月,廣東九江,貨櫃輪,臺中港,110
107年01月,廣東江門,貨櫃輪,臺中港,421
107年01月,廣東開平,貨櫃輪,臺中港,1214
107年01月,江西南昌,貨櫃輪,臺中港,606
107年01月,江蘇昆山,貨櫃輪,臺中港,0
107年01月,廣東蓮花山,貨櫃輪,臺中港,4
107年01月,廣東勒流,貨櫃輪,臺中港,20
107年01月,江蘇連雲港,貨櫃輪,臺中港,8747
107年01月,廣東茂名,貨櫃輪,臺中港,40
107年01月,浙江寧波,貨櫃輪,臺中港,13156
107年01月,江蘇南京,貨櫃輪,臺中港,1624
107年01月,廣東南沙,貨櫃輪,臺中港,682
107年01月,江蘇南通,貨櫃輪,臺中港,173
107年01月,廣東清溪,貨櫃輪,臺中港,65
107年01月,廣西欽州,貨櫃輪,臺中港,2877
107年01月,廣東容奇,貨櫃輪,臺中港,147
107年01月,甘肅－－,貨櫃輪,臺中港,488
107年01月,廣東水東,貨櫃輪,臺中港,20
107年01月,上海,貨櫃輪,臺中港,36169
107年01月,廣東三山,貨櫃輪,臺中港,56
107年01月,廣東蛇口,貨櫃輪,臺中港,2615
107年01月,廣東三水,貨櫃輪,臺中港,205
107年01月,廣東三榕,貨櫃輪,臺中港,8
107年01月,廣東南海三山,貨櫃輪,臺中港,74
107年01月,廣東順德,貨櫃輪,臺中港,25
107年01月,廣東汕頭,貨櫃輪,臺中港,3034
107年01月,新疆鄯善,貨櫃輪,臺中港,4
107年01月,廣東深圳,貨櫃輪,臺中港,190
107年01月,江蘇太倉,貨櫃輪,臺中港,5774
107年01月,山東青島,貨櫃輪,臺中港,13071
